"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2019,"January 2019","Exports","Japan",302,230,9208,"Other countries"
2019,"February 2019","Exports","Japan",302,404,15641,"Other countries"
2019,"October 2019","Imports","France",302,1032,4717,"Other countries"
2019,"January 2019","Imports","Slovakia",302,673,7406,"Other countries"
2019,"December 2019","Imports","France",302,1069,10636,"Other countries"
2019,"April 2019","Exports","Kazakhstan",302,111757,20925,"Other countries"
2019,"May 2019","Imports","Turkey",302,4102,16223,"Other countries"
2019,"August 2019","Exports","Turkey",302,1169551,5195649,"Other countries"
2019,"February 2019","Exports","Turkey",302,748247,3242531,"Other countries"
2019,"April 2019","Exports","Turkey",302,936183,4137484,"Other countries"
2019,"April 2019","Exports","Japan",302,530,20938,"Other countries"
2019,"April 2019","Imports","France",302,59,573,"Other countries"
2019,"October 2019","Exports","Morocco",302,3668,81674,"Other countries"
2019,"March 2019","Imports","Turkey",302,7257,39529,"Other countries"
2019,"May 2019","Exports","Georgia",302,10000,57500,"Other countries"
2019,"July 2019","Imports","Kazakhstan",302,1695,7332,"Other countries"
2019,"March 2019","Exports","Turkey",302,801360,3523236,"Other countries"
2019,"May 2019","Exports","Turkey",302,1147903,5365714,"Other countries"
2019,"March 2019","Exports","Japan",302,376,13731,"Other countries"
2019,"July 2019","Exports","Kazakhstan",302,15000,11691,"Other countries"
2019,"December 2019","Imports","Poland",302,6815,15508,"Other countries"
2019,"January 2019","Exports","Turkey",302,634083,2609911,"Other countries"
2019,"March 2019","Exports","Morocco",302,7988,157917,"Other countries"
2019,"June 2019","Exports","Japan",302,2018140,1127710,"Other countries"
2019,"April 2019","Imports","Spain",302,84339,354358,"Other countries"
2019,"July 2019","Exports","Japan",302,2464556,1370789,"Other countries"
2019,"May 2019","Exports","Morocco",302,6642,135868,"Other countries"
2019,"November 2019","Imports","Slovakia",302,545,5496,"Other countries"
2019,"November 2019","Exports","Turkey",302,906436,3950199,"Other countries"
2019,"July 2019","Exports","South Africa",302,44,8750,"Other countries"
2019,"October 2019","Imports","Japan",302,13272,313577,"Other countries"
2019,"October 2019","Imports","Poland",302,6000,13288,"Other countries"
2019,"January 2019","Imports","",302,12000,8100,"Other countries"
2019,"February 2019","Imports","",302,12000,8100,"Other countries"
2019,"July 2019","Imports","Singapore",302,10,18,"Other countries"
2019,"June 2019","Exports","Turkey",302,920750,4286108,"Other countries"
2019,"November 2019","Exports","Japan",302,296,11306,"Other countries"
2019,"November 2019","Imports","Japan",302,2121,50453,"Other countries"
2019,"July 2019","Exports","Georgia",302,18975,106354,"Other countries"
2019,"July 2019","Exports","Turkey",302,1023231,4596052,"Other countries"
2019,"October 2019","Imports","Slovakia",302,442,3035,"Other countries"
2019,"January 2019","Imports","Poland",302,4185,29502,"Other countries"
2019,"November 2019","Exports","Kyrgyzstan",302,13432,36206,"Other countries"
2019,"November 2019","Imports","Poland",302,30600,68357,"Other countries"
2019,"December 2019","Imports","Japan",302,2940,70267,"Other countries"
2019,"December 2019","Exports","Japan",302,492,22867,"Other countries"
2019,"September 2019","Imports","Slovakia",302,880,7074,"Other countries"
2019,"May 2019","Imports","Kazakhstan",302,12403,17980,"Other countries"
2019,"October 2019","Imports","Kazakhstan",302,8705,11476,"Other countries"
2019,"October 2019","Exports","Kazakhstan",302,76000,15378,"Other countries"
2019,"December 2019","Imports","Kyrgyzstan",302,44,91,"Other countries"
2019,"December 2019","Exports","Kyrgyzstan",302,22943,61844,"Other countries"
2019,"November 2019","Imports","Kazakhstan",302,14644,51463,"Other countries"
2019,"March 2019","Imports","Kazakhstan",302,99005,44106,"Other countries"
2019,"December 2019","Imports","Kazakhstan",302,134688,74176,"Other countries"
2019,"December 2019","Exports","Kazakhstan",302,103500,9912,"Other countries"
2019,"June 2019","Imports","Kazakhstan",302,7783,8222,"Other countries"
2019,"June 2019","Exports","Kazakhstan",302,45927,13698,"Other countries"
2019,"January 2019","Imports","Kazakhstan",302,46332,24403,"Other countries"
2019,"May 2019","Exports","Kazakhstan",302,16000,3797,"Other countries"
2019,"January 2019","Exports","Kazakhstan",302,78700,39562,"Other countries"
2019,"August 2019","Exports","Kazakhstan",302,51000,13069,"Other countries"
2019,"August 2019","Imports","Kazakhstan",302,21780,7353,"Other countries"
2019,"March 2019","Exports","Kazakhstan",302,139915,69237,"Other countries"
2019,"April 2019","Imports","Kazakhstan",302,21695,27209,"Other countries"
2019,"September 2019","Imports","Kazakhstan",302,20758,7557,"Other countries"
2019,"September 2019","Imports","Japan",302,7015,162948,"Other countries"
2019,"June 2019","Exports","Rep. of Korea",302,48,2054,"Other countries"
2019,"September 2019","Exports","Turkey",302,978070,4243922,"Other countries"
2019,"May 2019","Exports","Iceland",302,19764,110019,"Other countries"
2019,"August 2019","Exports","Morocco",302,5696,133576,"Other countries"
2019,"December 2019","Exports","Morocco",302,5206,110210,"Other countries"
2019,"September 2019","Exports","Morocco",302,2338,51085,"Other countries"
2019,"July 2019","Exports","Morocco",302,2511,59607,"Other countries"
2019,"November 2019","Exports","Morocco",302,7418,160863,"Other countries"
2019,"June 2019","Exports","Morocco",302,6687,152666,"Other countries"
2019,"April 2019","Exports","Morocco",302,6282,127533,"Other countries"
2019,"January 2019","Exports","Morocco",302,4858,105152,"Other countries"
2019,"February 2019","Exports","Morocco",302,7084,146739,"Other countries"
2019,"October 2019","Imports","Lao People's Dem. Rep.",302,167,810,"Other countries"
2019,"December 2019","Imports","",302,17600,12220,"Other countries"
2019,"October 2019","Imports","",302,99,810,"Other countries"
2019,"December 2019","Imports","",302,7134,56580,"Other countries"
2019,"June 2019","Imports","",302,13159,7394,"Other countries"
2019,"August 2019","Imports","",302,54330,442016,"Other countries"
2019,"September 2019","Exports","",302,250,150,"Other countries"
2019,"January 2019","Imports","",302,346,3141,"Other countries"
2019,"July 2019","Imports","",302,7,18,"Other countries"
2019,"March 2019","Imports","",302,1563,10126,"Other countries"
2019,"July 2019","Imports","Norway",302,50,536,"Other countries"
2019,"October 2019","Exports","Japan",302,128,5577,"Other countries"
2019,"October 2019","Exports","Turkey",302,944743,3919148,"Other countries"
2019,"January 2019","Imports","France",302,356,4261,"Other countries"
2019,"March 2019","Imports","France",302,7213,71224,"Other countries"
2019,"June 2019","Imports","France",302,266,2662,"Other countries"
2019,"July 2019","Imports","France",302,71,837,"Other countries"
2019,"September 2019","Imports","France",302,149,1429,"Other countries"
2019,"May 2019","Exports","France",302,4,839,"Other countries"
2019,"May 2019","Imports","France",302,291,2904,"Other countries"
2019,"November 2019","Imports","France",302,208,1917,"Other countries"
2019,"May 2019","Exports","Japan",302,14948,14082,"Other countries"
2019,"October 2019","Imports","Netherlands",302,150,838,"Other countries"
2019,"September 2019","Imports","Netherlands",302,250,1287,"Other countries"
2019,"March 2019","Imports","Netherlands",302,300,2153,"Other countries"
2019,"February 2019","Imports","Netherlands",302,600,4016,"Other countries"
2019,"January 2019","Imports","Netherlands",302,150,1267,"Other countries"
2019,"December 2019","Exports","Turkey",302,813017,3517084,"Other countries"
2019,"September 2019","Exports","Japan",302,70,2754,"Other countries"
2020,"February 2020","Imports","Azerbaijan",302,44250,53100,"Other countries"
2020,"March 2020","Imports","Azerbaijan",302,142300,170760,"Other countries"
2020,"April 2020","Imports","Azerbaijan",302,46360,56832,"Other countries"
2020,"May 2020","Imports","Azerbaijan",302,31986,38383,"Other countries"
2020,"September 2020","Imports","Azerbaijan",302,39000,49800,"Other countries"
2020,"October 2020","Imports","Azerbaijan",302,77216,92659,"Other countries"
2020,"November 2020","Imports","Azerbaijan",302,60200,72240,"Other countries"
2020,"December 2020","Imports","Azerbaijan",302,102097,122516,"Other countries"
2020,"January 2020","Exports","Armenia",302,413208,1958268,"Other countries"
2020,"February 2020","Imports","Armenia",302,235,1813,"Other countries"
2020,"February 2020","Exports","Armenia",302,420621,1958309,"Other countries"
2020,"March 2020","Exports","Armenia",302,215758,898056,"Other countries"
2020,"April 2020","Exports","Armenia",302,493576,2379540,"Other countries"
2020,"May 2020","Imports","Armenia",302,10,72,"Other countries"
2020,"May 2020","Exports","Armenia",302,924473,4367607,"Other countries"
2020,"June 2020","Exports","Armenia",302,1079778,5434736,"Other countries"
2020,"July 2020","Exports","Armenia",302,1212767,6014227,"Other countries"
2020,"August 2020","Imports","Armenia",302,51,695,"Other countries"
2020,"August 2020","Exports","Armenia",302,920504,4320736,"Other countries"
2020,"September 2020","Imports","Armenia",302,216,2297,"Other countries"
2020,"September 2020","Exports","Armenia",302,748721,3472504,"Other countries"
2020,"October 2020","Imports","Armenia",302,3172,14901,"Other countries"
2020,"October 2020","Exports","Armenia",302,939741,4332199,"Other countries"
2020,"November 2020","Imports","Armenia",302,467,3985,"Other countries"
2020,"November 2020","Exports","Armenia",302,1011823,4809939,"Other countries"
2020,"December 2020","Imports","Armenia",302,296,2185,"Other countries"
2020,"December 2020","Exports","Armenia",302,1318627,6233744,"Other countries"
2020,"March 2020","Exports","Myanmar",302,434,260,"Other countries"
2020,"January 2020","Imports","Belarus",302,83961,469500,"Other countries"
2020,"February 2020","Imports","Belarus",302,138837,798300,"Other countries"
2020,"March 2020","Imports","Belarus",302,69446,454400,"Other countries"
2020,"April 2020","Imports","Belarus",302,58951,361200,"Other countries"
2020,"May 2020","Imports","Belarus",302,7190,40500,"Other countries"
2020,"June 2020","Imports","Belarus",302,6793,38800,"Other countries"
2020,"July 2020","Imports","Belarus",302,10008,57100,"Other countries"
2020,"August 2020","Imports","Belarus",302,6896,40100,"Other countries"
2020,"September 2020","Imports","Belarus",302,8108,45300,"Other countries"
2020,"October 2020","Imports","Belarus",302,13295,45000,"Other countries"
2020,"November 2020","Imports","Belarus",302,8324,36800,"Other countries"
2020,"January 2020","Imports","Canada",302,2,20,"Other countries"
2020,"July 2020","Imports","Canada",302,19232,168923,"Other countries"
2020,"February 2020","Imports","Czech Rep.",302,20,146,"Other countries"
2020,"January 2020","Imports","Denmark",302,560,4440,"Other countries"
2020,"February 2020","Imports","Estonia",302,320,1919,"Other countries"
2020,"March 2020","Imports","Estonia",302,610,3297,"Other countries"
2020,"April 2020","Exports","Estonia",302,47,610,"Other countries"
2020,"June 2020","Imports","Estonia",302,3500,4000,"Other countries"
2020,"July 2020","Imports","Estonia",302,47290,56154,"Other countries"
2020,"August 2020","Imports","Estonia",302,8207,11297,"Other countries"
2020,"September 2020","Imports","Estonia",302,300,1002,"Other countries"
2020,"October 2020","Imports","Estonia",302,11766,22422,"Other countries"
2020,"November 2020","Imports","Estonia",302,19428,39582,"Other countries"
2020,"December 2020","Imports","Estonia",302,16470,33215,"Other countries"
2020,"September 2020","Exports","Japan",302,378,15829,"Other countries"
2020,"November 2020","Exports","Japan",302,356,14910,"Other countries"
2020,"November 2020","Imports","Japan",302,3004,65606,"Other countries"
2020,"May 2020","Exports","Ukraine",302,6,19,"Other countries"
2020,"January 2020","Exports","Turkey",302,953186,4304291,"Other countries"
2020,"January 2020","Re-exports","Turkey",302,347544,1386261,"Other countries"
2020,"September 2020","Exports","Kyrgyzstan",302,30203,123361,"Other countries"
2020,"January 2020","Exports","Kyrgyzstan",302,2754,13225,"Other countries"
2020,"February 2020","Exports","Kyrgyzstan",302,14146,62905,"Other countries"
2020,"September 2020","Imports","Japan",302,8548,175739,"Other countries"
2020,"March 2020","Imports","Turkey",302,15978,11822,"Other countries"
2020,"March 2020","Exports","Turkey",302,852765,4027558,"Other countries"
2020,"February 2020","Exports","Turkey",302,877862,3923051,"Other countries"
2020,"August 2020","Exports","Ukraine",302,5,28,"Other countries"
2020,"March 2020","Re-exports","Turkey",302,214442,892302,"Other countries"
2020,"April 2020","Re-exports","Turkey",302,223944,912402,"Other countries"
2020,"April 2020","Imports","Turkey",302,22345,96064,"Other countries"
2020,"April 2020","Exports","Turkey",302,609046,2616416,"Other countries"
2020,"March 2020","Imports","Slovakia",302,69,1207,"Other countries"
2020,"November 2020","Exports","Kyrgyzstan",302,22298,88653,"Other countries"
2020,"January 2020","Exports","Ukraine",302,12,59,"Other countries"
2020,"October 2020","Imports","Kyrgyzstan",302,300,1691,"Other countries"
2020,"October 2020","Exports","Kyrgyzstan",302,17307,72112,"Other countries"
2020,"January 2020","Exports","Morocco",302,7295,153850,"Other countries"
2020,"January 2020","Imports","Spain",302,24240,79743,"Other countries"
2020,"February 2020","Exports","Morocco",302,4352,99033,"Other countries"
2020,"February 2020","Imports","Turkey",302,14895,5940,"Other countries"
2020,"February 2020","Re-exports","Turkey",302,279890,1104254,"Other countries"
2020,"September 2020","Imports","Slovakia",302,54,1002,"Other countries"
2020,"March 2020","Exports","Ukraine",302,12,39,"Other countries"
